nct,title,status,start_date,why,phase,enrollment,sponsor,sponsor_class,conditions,interventions,fetched_date,precision_medicine_match,in_study_halted_set
NCT01824264,Dose-finding Study of LIK066 Compared With Placebo or Sitagliptin to Evaluate Change in HbA1c in Patients With Diabetes,WITHDRAWN,2015-11,,PHASE2,0,Novartis Pharmaceuticals,INDUSTRY,Type 2 Diabetes Mellitus,LIK066|Sitagliptin|Placebo,2026-09-07,False,False
NCT04390763,Study of Efficacy and Safety of NIS793 (With and Without Spartalizumab) in Combination With SOC Chemotherapy in First-line Metastatic Pancreatic Ductal Adenocarcinoma (mPDAC),TERMINATED,2020-10-16,"The study was early terminated following the NIS793 treatment halt and urgent safety measure issued in July 2023, as the continued evaluation of Standard of Care alone will not support the original purpose of this phase 2 clinical trial.",PHASE2,164,Novartis Pharmaceuticals,INDUSTRY,Metastatic Pancreatic Ductal Adenocarcinoma,NIS793|Spartalizumab|gemcitabine|nab-paclitaxel,2026-09-07,False,False
NCT02606630,[11C]-PBR28 Positron Emission Tomography Study to Evaluate the Effect of ABT 555 in Subjects With Relapsing Forms of Multiple Sclerosis,TERMINATED,2015-10,Company decision,PHASE1,4,AbbVie,INDUSTRY,Multiple Sclerosis,ABT-555,2026-09-07,False,False
NCT02606136,"Trial of Pamrevlumab (FG-3019), in Non-Ambulatory Participants With Duchenne Muscular Dystrophy (DMD)",TERMINATED,2016-01-04,Sponsor Decision,PHASE2,21,Kyntra Bio,INDUSTRY,Duchenne Muscular Dystrophy,Pamrevlumab,2026-09-07,False,False
NCT02957032,A Study of the Tumor-targeting Human F16IL2 Monoclonal Antibody-cytokine Fusion Protein in Combination With Very Low-dose Cytarabine in Patients With AML Relapse After Allogeneic Hematopoietic Stem Cell Transplantation,TERMINATED,2016-04-13,New agents for the same indication impacted on patients' recruitment,PHASE1,30,Philogen S.p.A.,INDUSTRY,"Acute Myeloid Leukemia, Relapsed, Adult",F16IL2|cytarabine,2026-09-07,False,False
NCT06466187,A Study of SGN-MesoC2 in Advanced Solid Tumors,TERMINATED,2024-08-02,The trial was terminated for strategic reasons. The decision was not based on any safety concerns,PHASE1,19,"Seagen, a wholly owned subsidiary of Pfizer",INDUSTRY,"Carcinoma, Non-Small-Cell Lung|Ovarian Neoplasms|Pancreatic Adenocarcinoma|Colorectal Neoplasms|Mesothelioma|Other Solid Tumors|Endometrial",PF-08052666,2026-09-07,False,False
NCT04435314,Efficacy and Safety of Nitazoxanide for Post Exposure Prophylaxis of COVID-19,WITHDRAWN,2020-06,Sponsor's strategic decision,PHASE2,0,Azidus Brasil,INDUSTRY,covid19,Nitazoxanide|Placebo,2026-09-07,False,False
NCT06788236,Study of Efficacy and Safety of AVTR101 in Sarcopenic Elderly,TERMINATED,2022-05-23,"Due subject enrollment delay and to secure expiration of the test drug, it was necessary to minimize the subject enrollment period. In addition, it was deemed advantageous to increase the overall efficiency of the clinical program.",PHASE2,100,Aventi Biotechnology Inc.,INDUSTRY,Sarcopenia,AVTR101|Placebo,2026-09-07,False,False
NCT02615184,A Study to Check the Safety of Dexlansoprazole and Learn If it Can Heal Erosive Esophagitis (EE) and Keep it Healed in Children 2 to 11 Years Old,TERMINATED,2023-05-23,Study related,PHASE2,24,Takeda,INDUSTRY,Erosive Esophagitis,Dexlansoprazole,2026-09-07,False,False
NCT04033328,Study of ORIC-101 in Combination With Enzalutamide,TERMINATED,2019-10-28,IND Withdrawn,PHASE1,41,ORIC Pharmaceuticals,INDUSTRY,Prostatic Neoplasms,ORIC-101|enzalutamide 40 MG oral capsule [Xtandi],2026-09-07,False,False
NCT03077698,An Endometrial Cancer Study for Women With Recurrent or Persistent Endometrial Cancer,TERMINATED,2017-06-14,The study was discontinued due to a change in development strategy and not due safety concern.,PHASE2,25,"Xenetic Biosciences, Inc.",INDUSTRY,Endometrial Cancer,Sodium Cridanimod|progestin therapy,2026-09-07,False,False
NCT03059147,Phase 1 Study of SF1126 in Combination With Nivolumab in Patients With Advanced Hepatocellular Carcinoma,TERMINATED,2017-03-27,Lack of recruitment and sponsor's priority changes,PHASE1,7,"SignalRX Pharmaceuticals, Inc.",INDUSTRY,Advanced Hepatocellular Carcinoma,SF1126|Nivolumab,2026-09-07,False,False
NCT06377228,A Study of TAK-007 in Adults With Refractory Lupus Nephritis (LN) or Refractory Systemic Sclerosis (SSc),WITHDRAWN,2025-06-13,Business decision (no safety concerns),PHASE1,0,Takeda,INDUSTRY,Refractory Lupus Nephritis|Refractory Systemic Sclerosis,TAK-007|Chemotherapy Agents,2026-09-07,False,True
NCT05127811,A Phase I Study of ZN-d5 in Chinese Subjects With Non-Hodgkin Lymphoma,TERMINATED,2021-10-21,Sponsor's decision,PHASE1,8,Zentera Therapeutics HK Limited,INDUSTRY,Non-Hodgkin Lymphoma,ZN-d5,2026-09-07,False,False
NCT05016661,Extension Study of ABP-20001 to Evaluate Safety and Efficacy of Repeat Treatments of ABP-450 for Migraine Prevention,TERMINATED,2021-10-19,Study was terminated due to the analysis of the data not meeting the intended primary endpoint and key secondary endpoints.,PHASE2,466,"AEON Biopharma, Inc.",INDUSTRY,Migraine,ABP-450,2026-09-07,False,False
NCT04326283,"Trial of Safety, Tolerability and Efficacy of Trametinib (SNR1611) in Patients With Amyotrophic Lateral Sclerosis (ALS)",TERMINATED,2020-04-02,Terminated as it is considered that necessary data have been collected,PHASE1|PHASE2,23,Genuv Inc.,INDUSTRY,Amyotrophic Lateral Sclerosis,Trametinib (0.5 mg)|Trametinib (1 mg)|Riluzole (100 mg),2026-09-07,False,False
NCT03126097,A Study to Investigate the Interaction Between JNJ-64155806 and Ethinylestradiol/Drospirenone in Healthy Females,TERMINATED,2017-04-13,Study stopping rules were met.,PHASE1,18,"Janssen Research & Development, LLC",INDUSTRY,Healthy,JNJ-64155806 150 mg|Ethinylestradiol/drospirenone 0.02 mg/3 mg|COCP Placebo,2026-09-07,False,False
NCT04951609,A Study of Seltorexant as Adjunctive Therapy to Antidepressants in Adolescents With Major Depressive Disorder Who Have an Inadequate Response to Selective Serotonin Reuptake Inhibitor (SSRI) and Psychotherapy,TERMINATED,2021-09-02,"Following discussion on pediatric strategy with HAs, it was determined that we have sufficient data to inform next steps for the seltorexant pediatric program.",PHASE1,31,"Janssen Research & Development, LLC",INDUSTRY,"Depressive Disorder, Major",Seltorexant|Placebo,2026-09-07,False,False
NCT03430063,A Study of REGN2810 and Ipilimumab in Patients With Lung Cancer,TERMINATED,2018-05-29,Business decision,PHASE2,28,Regeneron Pharmaceuticals,INDUSTRY,Advanced Non-Small Cell Lung Carcinoma,SDREGN2810|SDREGN2810/ipi|HDREGN2810,2026-09-07,False,False
NCT03738800,"A Safety, Efficacy and Systemic Exposure Study of CD5789 Cream in Adults and Adolescents With Lamellar Ichthyosis",TERMINATED,2019-05-01,Futility,PHASE2,65,Mayne Pharma International Pty Ltd,INDUSTRY,Lamellar Ichthyosis,CD5789 Cream 200 µg/g|CD5789 Cream 100 µg/g|CD5789 Cream Vehicle,2026-09-07,False,False
NCT02864264,Single Ascending Dose and Multiple Ascending Dose Study in Healthy Participants and Proof of Mechanism Study in Patients With Ulcerative Colitis,TERMINATED,2016-09-14,Adverse change in the risk/benefit,PHASE1,7,Bristol-Myers Squibb,INDUSTRY,Healthy Volunteers|Ulcerative Colitis,BMS-986184|Placebo matching BMS-986184,2026-09-07,False,False
NCT04145193,Novel Oncology Therapies in Combination With Adjuvant Chemo in High-risk MSS-CRC,WITHDRAWN,2020-10-01,Study withdrawn prior to enrollment due to changing standard of care landscape.,PHASE2,0,MedImmune LLC,INDUSTRY,Microsatellite-stable Colorectal Cancer,"Standard of Care - mFOLFOX6|E1 - mFOLFOX and durvalumab|E2 - mFOLFOX6, durvalumab and oleclumab|E3 - mFOLFOX6, durvalumab and monalizumab",2026-09-07,False,False
NCT02604199,"A Multi-dose Study of ARC-520 in Patients With Hepatitis B 'e' Antigen (HBeAg) Negative, Chronic Hepatitis B Virus (HBV) Infection",TERMINATED,2015-09,Company decision to discontinue trial,PHASE2,58,Arrowhead Pharmaceuticals,INDUSTRY,Hepatitis B,ARC-520 Injection|placebo|entecavir|tenofovir|antihistamine,2026-09-07,False,False
NCT04602065,Evaluation of Safety and Efficacy of IBI318 Monotherapy for Relapsed/Refractory Extranodal NK/T Cell Lymphoma (Nasal Type) Trial,TERMINATED,2020-11-24,"Due to the company's development strategy adjustment, Innovent Biologics has decided not to continue this study after consultation with investigators.",PHASE1|PHASE2,9,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY,"Extranodal NK/T Cell Lymphoma, Nasal Type",IBI318(Recombinant human anti-PD1/PD-L1 bispecific antibody),2026-09-07,False,False
NCT05115344,Study of Flonoltinib Maleate Tablets in the Treatment of Proliferative Bone Marrow Tumors,WITHDRAWN,2021-11-12,Withdrawn due to duplicate registration,PHASE1,0,Guizhou Bailing Group Pharmaceutical Co Ltd,INDUSTRY,Myeloproliferative Neoplasm (MPN)|Myelofibrosis，MF,flonoltinib 25mg|flonoltinib 50mg|flonoltinib 100mg|flonoltinib 150mg|flonoltinib 225mg|flonoltinib 325mg,2026-09-07,False,False
NCT02569398,An Efficacy and Safety Study of Atabecestat in Participants Who Are Asymptomatic at Risk for Developing Alzheimer's Dementia,TERMINATED,2015-10-29,Change in benefit-risk profile for individuals with early sporadic Alzheimer Disease because of elevations in liver enzymes in subjects receiving atabecestat,PHASE2|PHASE3,557,"Janssen Research & Development, LLC",INDUSTRY,Asymptomatic Amyloid-positive,"Atabecestat, 5 mg|Atabecestat, 25 mg|Placebo",2026-09-07,False,False
NCT04044781,"A Phase 1, Open-Label, PET Study of T2310 & BPN14770",WITHDRAWN,2020-01-10,Change in Research Direction,PHASE1,0,Tetra Discovery Partners,INDUSTRY,To Determine Brain Target Occupancy of BPN14770,"BPN14770, T2310",2026-09-07,False,False
NCT04511130,Efficacy of MT-401 in Patients With AML Following Stem Cell Transplant,TERMINATED,2020-10-14,"Despite a plan to enroll \~195-210 participants, the ARTEMIS study was closed due to the long vein-to-vein manufacturing timeline of MT-401 after 38 participants received the autologous MT-401.",PHASE2,92,"Marker Therapeutics, Inc.",INDUSTRY,Acute Myeloid Leukemia|Stem Cell Transplantation,MT-401,2026-09-07,False,False
NCT06579300,"A Study to Assess Multiple Ascending Dose, Drug-Drug Interaction, and Asian Pharmacokinetic Study of ABBV-1088",TERMINATED,2024-09-04,Strategic considerations,PHASE1,72,AbbVie,INDUSTRY,Healthy Volunteer,ABBV-1088|Placebo for ABBV-1088|Itraconazole (ITZ),2026-09-07,False,False
NCT05238207,A Study to Evaluate BBI-001 in Hereditary Haemochromatosis (HH) Patients and Iron Deficient Volunteers,TERMINATED,2022-03-28,Only Part A (single dosing) was conducted due to business considerations,PHASE1,24,Bond Biosciences,INDUSTRY,Hereditary Hemochromatosis,BBI-001|Original Fibre Metamucil,2026-09-07,False,False
NCT03712787,An Extension Study of ABBV-8E12 in Early Alzheimer's Disease (AD),TERMINATED,2019-03-22,Discontinued because of lack of efficacy in the parent study (Study M15-566; NCT02880956).,PHASE2,364,AbbVie,INDUSTRY,Alzheimer's Disease,Tilavonemab,2026-09-07,False,False
NCT03823703,"Study Evaluating the Safety, Efficacy, and Pharmacokinetics of Miricorilant in Participants With Presumed Nonalcoholic Steatohepatitis (NASH)",TERMINATED,2020-11-04,"Suspended by sponsor, pending investigation of abnormal laboratory values in patients with NASH",PHASE2,12,Corcept Therapeutics,INDUSTRY,Nonalcoholic Steatohepatitis (NASH),Miricorilant|Placebo,2026-09-07,False,False
NCT04418661,Safety and Efficacy Study of Vociprotafib (SAR442720) in Combination With Other Agents in Advanced Malignancies,TERMINATED,2020-06-09,Sponsor's decision not related to any safety concern,PHASE1|PHASE2,65,Sanofi,INDUSTRY,Metastatic Neoplasm,Vociprotafib|Pembrolizumab|Adagrasib,2026-09-07,False,False
NCT04847583,"A Phase 2 Study to Evaluate Biomarker Change, Efficacy, Pharmacokinetics, Safety and Tolerability of Telacebec (Q203) in Covid-19 Patients",TERMINATED,2021-07-29,Sponsor's Decision,PHASE2,1,"Qurient Co., Ltd.",INDUSTRY,COVID-19 Virus Infection,Telacebec|COVID-19 Standard of care,2026-09-07,False,False
NCT05476783,A Long Term Extension Study to Assess the Safety of TB006 in Participants With Alzheimer's Disease,TERMINATED,2022-09-15,Resource Constraints,PHASE2,119,"TrueBinding, Inc.",INDUSTRY,Alzheimer's Disease,TB006,2026-09-07,False,False
NCT04203641,L-DOS47 Plus Doxorubicin in Advanced Pancreatic Cancer,TERMINATED,2019-12-11,The primary reason for early termination was budget constraint.,PHASE1|PHASE2,28,Helix BioPharma Corporation,INDUSTRY,Pancreas Cancer,L-DOS47|Doxorubicin,2026-09-07,False,False
NCT03907202,"A Clinical Study to Evaluate the Safety, Tolerability, PK, PD, and Efficacy of KBP-089 in Patients With T2DM",TERMINATED,2018-04-17,The trial was planned to be conducted in 4 cohorts but was terminated after completion of Cohort 2 for strategic reasons due to limited PD effects.,PHASE1,25,KeyBioscience AG,INDUSTRY,Type II Diabetes Mellitus,Daily injection of KBP/placebo for up to 28 days,2026-09-07,False,False
NCT03896945,"Efficacy, Safety, and Tolerability of AVP-786 for the Treatment of Negative Symptoms of Schizophrenia",TERMINATED,2019-02-15,"Based on the Interim Analysis outcome and recommendation by the DMC, Otsuka approved termination of the study based on futility.",PHASE2|PHASE3,136,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY,Schizophrenia,Placebo|AVP-786,2026-09-07,False,False
NCT04039477,A Phase 2 Study to Evaluate the Safety and Efficacy of KZR-616 in Patients With AIHA and ITP,WITHDRAWN,2020-07,"Clinical trial activity slowdown due to COVID-19 pandemic, high screen fail rate, and lack of enrollment led to the decision to withdraw the MARINA study.",PHASE2,0,"Kezar Life Sciences, Inc.",INDUSTRY,Autoimmune Hemolytic Anemia|Immune Thrombocytopenia,KZR-616,2026-09-07,False,False
NCT06560632,Phase 1 Trial of RP-3467 Alone and in Combination With Olaparib in Participants With Advanced Solid Tumors,TERMINATED,2024-09-17,Sponsor decided to terminate study early,PHASE1,26,Repare Therapeutics,INDUSTRY,Advanced Solid Tumor,"RP-3467 at assigned dose and schedule|Olaparib 200-300 mg BID, daily",2026-09-07,False,False
NCT02613403,Efficacy and Safety of Grazoprevir (+) Uprifosbuvir (+) Ruzasvir (MK-3682B) (MK-5172 + MK-3682 + MK-8408) Fixed Dose Combination in Chronic HCV Participants Failing Prior Antiviral Treatment (MK-3682-021),TERMINATED,2015-12-10,,PHASE2,94,Merck Sharp & Dohme LLC,INDUSTRY,"Hepatitis|Hepatitis C|Digestive System Diseases|Flaviviridae Infections|Hepatitis, Viral, Human|Liver Diseases|RNA Virus Infections|Virus Diseases",MK-3682B|Ribavirin,2026-09-07,False,False
NCT05177029,Safety and Tolerability Study of Lu AG06466 in Healthy Young Japanese and Caucasian Participants,TERMINATED,2021-11-26,The study was terminated for strategic reasons.,PHASE1,24,H. Lundbeck A/S,INDUSTRY,Healthy Volunteers,Lu AG06466|Placebo,2026-09-07,False,False
NCT04081103,NEXAGON for the Treatment of Corneal Persistent Epithelial Defects Following Severe Ocular Injuries,TERMINATED,2020-06-30,The study was stopped early (n=35) enabling the data to guide design of the subsequent clinical study.,PHASE2,35,Glaukos Corporation,INDUSTRY,Corneal Persistent Epithelial Defect,Nexagon® (lufepirsen) High Dose Concentration|Nexagon® (lufepirsen) Low Dose Concentration|Vehicle|Open-label Nexagon® (lufepirsen),2026-09-07,False,False
NCT03339973,Allogeneic ABCB5-positive Stem Cells for Treatment of PAOD,TERMINATED,2018-03-05,Very slow recruitment of patients and the current COVID-19 pandemic situation.,PHASE1|PHASE2,24,RHEACELL GmbH & Co. KG,INDUSTRY,Peripheral Arterial Occlusive Disease,allo-APZ2-PAOD|Placebo,2026-09-07,False,False
NCT03517566,A Study to Assess the Safety and Efficacy of ZPL389 in Patients With Moderate to Severe Atopic Dermatitis,TERMINATED,2018-11-14,Lack of efficacy,PHASE2,293,Novartis Pharmaceuticals,INDUSTRY,Atopic Dermatitis,Placebo|ZPL389 3mg|ZPL389 10mg|ZPL389 30mg|ZPL389 50mg,2026-09-07,False,False
NCT04992273,COVID-19 Administration of Single-Dose Subcutaneous Anti- Spike(s) SARS-CoV-2 Monoclonal Antibodies Casirivimab and Imdevimab in High-Risk Pediatric Participants Under 12 Years of Age,TERMINATED,2021-09-13,Emerging SARS-CoV-2 variants impacting susceptibility to study drug,PHASE2,7,Regeneron Pharmaceuticals,INDUSTRY,COVID-19,casirivimab+imdevimab,2026-09-07,False,False
NCT03373422,A Study to Test Whether Study Drug BAY1128688 Brings Pain Relief to Women With Endometriosis and if so to Get a First Idea Which Dose(s) Work Best,TERMINATED,2017-11-30,Study BAY1128688/17472 (AKRENDO 1) was terminated early on 20 July 2018 due to hepatotoxicity,PHASE2,121,Bayer,INDUSTRY,Endometriosis,BAY1128688|Placebo,2026-09-07,False,False
NCT03792841,"Safety, Tolerability, Pharmacokinetics, and Efficacy of Acapatamab in Subjects With mCRPC",TERMINATED,2019-02-05,Sponsor Decision,PHASE1,212,Amgen,INDUSTRY,Metastatic Castration-resistant Prostate Cancer|Prostate Cancer,acapatamab|Pembrolizumab|Etanercept|Cytochrome P450 (CYP) Cocktail,2026-09-07,False,False
NCT04771351,Study to Evaluate a Single Dose of STI-2020 (COVI-AMG™) in Hospitalized Adults With COVID-19,WITHDRAWN,2021-04,A different study will be conducted.,PHASE2,0,"Sorrento Therapeutics, Inc.",INDUSTRY,Covid19,COVI-AMG|Placebo,2026-09-07,False,False
NCT06677203,Study of ASN51 in Adults With Early Alzheimer's Disease,TERMINATED,2024-10-16,Strategic decision,PHASE2,123,Asceneuron S.A.,INDUSTRY,Alzheimer Disease,ASN51|Placebo,2026-09-07,False,False
NCT06719973,Phase 1 Study of M9466 Combined With Carboplatin and Platinum-based Anticancer Therapy (DDRiver 521),WITHDRAWN,2025-05-14,"Study was terminated due to decision made not to proceed with the clinical trial DDRiver 521, that has not yet commenced enrolment, for strategic reasons.",PHASE1,0,"EMD Serono Research & Development Institute, Inc.",INDUSTRY,Advanced Solid Tumors,M9466|Carboplatin|Etoposide|Atezolizumab|M9446|M9446|Carboplatin,2026-09-07,False,False
NCT03519256,A Study of Nivolumab or Nivolumab Plus Experimental Medication BMS-986205 With or Without Bacillus Calumette-Guerin (BCG) in BCG Unresponsive Bladder Cancer That Has Not Invaded Into the Muscle Wall of the Bladder,TERMINATED,2018-08-02,Insufficient Enrollment,PHASE2,142,Bristol-Myers Squibb,INDUSTRY,Urinary Bladder Neoplasms,Nivolumab|BCG|BMS-986205,2026-09-07,False,False
NCT04502069,Treatment of COVID-19 With Opaganib in Patients With Pneumonia Requiring Oxygen,WITHDRAWN,2020-08,To be replaced with a randomized placebo-controlled study.,PHASE1|PHASE2,0,RedHill Biopharma Limited,INDUSTRY,COVID-19|Lung Infection,Opaganib,2026-09-07,False,False
NCT04824794,GEN3014 Trial in Relapsed or Refractory Hematologic Malignancies,TERMINATED,2021-03-09,"The sponsor has decided to discontinue further development of GEN3014 after a comprehensive review of the data, market landscape, and strategic priorities.",PHASE1|PHASE2,130,Genmab,INDUSTRY,Relapsed or Refractory Multiple Myeloma (RRMM)|Diffuse Large B Cell Lymphoma (DLBCL)|Acute Myeloid Leukemia (AML),GEN3014|Daratumumab,2026-09-07,False,False
